SK_ID_CURR,EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,CC_CNT_DRAWINGS_CURRENT_MAX,BURO_DAYS_CREDIT_MEAN,CC_AMT_BALANCE_MEAN,CC_AMT_TOTAL_RECEIVABLE_MEAN,CC_AMT_RECIVABLE_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,BURO_MONTHS_BALANCE_SIZE_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_DAYS_CREDIT_MIN,DAYS_EMPLOYED,PREV_CODE_REJECT_REASON_XAP_MEAN,BURO_MONTHS_BALANCE_MIN_MIN,CC_CNT_DRAWINGS_POS_CURRENT_MAX,BURO_DAYS_CREDIT_UPDATE_MEAN,TARGET
395946.0,0.71546046695722,0.5473420213102094,0.0,-874.8,0.0,0.0,0.0,0.0,24.34166666666667,0.4,-21011.0,0.0,0.6,-2763.0,-2215.2,1.0,-44.8,0.2,-406.0,-406.0,0.7352209993926424
400032.0,0.7876423591317866,0.3307159715203053,4.4,-1139.25,63858.26075245787,63023.55477914326,63023.55477914326,0.4947331460674157,26.526111111111113,0.75,-12765.0,0.0,0.25,-2045.0,-2506.0,1.0,-56.4,0.8,-866.0,-866.0,0.5064842396679806
354268.0,0.3505518093684426,0.3449904750203695,9.6,-1371.0,189346.25506414898,187952.8264414901,187952.8264414901,2.2911619958988383,19.0,1.0,-10052.0,0.0,0.0,-1953.0,-1821.0,1.0,-64.0,8.0,-949.3333333333334,-949.3333333333334,0.6879328378491735
418136.0,0.2652563401861944,0.1402941750115571,12.2,-516.0,19394.545825099507,19094.974113265464,19094.974113265464,1.1115018371096141,17.81,0.0,-10546.0,0.0,1.0,-516.0,-766.0,1.0,-52.0,9.2,-21.0,-21.0,0.1714683668967994
455830.0,0.0073669267190339,0.2248278433315989,5.8,-817.5,48205.8363005618,47976.95524046917,47976.95524046917,0.6739003049093162,34.292857142857144,0.5714285714285714,-13915.0,0.0,0.4285714285714285,-1736.0,-1022.0,1.0,-60.0,2.2,-409.2857142857143,-409.2857142857143,0.0754609403067
394391.0,0.5316510982634584,0.5995600256737239,3.8,-1601.3333333333333,44885.09245766129,44653.93152217742,44648.60314717742,0.3326612903225806,52.333333333333336,0.6666666666666666,-14386.0,0.0,0.3333333333333333,-1751.0,-1271.0,1.0,-57.0,0.8,-637.0,-637.0,0.2392262794694045
318141.0,0.2282471223751508,0.8092669059358013,2.0,-868.5,17789.09542377426,17772.910918667003,17764.320009576095,0.054264555669050044,26.858225108225106,0.6666666666666666,-22234.0,0.0,0.3333333333333333,-1443.0,-11310.0,1.0,-56.8,2.4,-601.1666666666666,-601.1666666666666,0.6658549219640212
390071.0,0.5375705093231067,0.5297024353585106,8.0,-1288.0,58825.168133931176,58478.53209872272,58478.53209872272,1.5768473368342086,30.977857142857147,0.0,-21001.0,0.0,0.5,-2251.0,-558.0,1.0,-57.8,5.6,-205.5,-205.5,0.6654192810198402
391839.0,0.5269330510034165,0.5771287329815986,5.0,-1461.7142857142858,109239.27822580644,109222.3035483871,109222.3035483871,0.2258064516129032,38.71428571428572,0.5714285714285714,-17145.0,0.25,0.4285714285714285,-2798.0,-4127.0,0.75,-91.0,0.0,-167.0,-167.0,0.6263042766749393
421459.0,0.5013576703048549,0.6524240811041839,5.2,-637.0,84264.84886671827,83828.90495840336,83828.90495840336,0.5910614772224679,21.373333333333335,0.0,-19696.0,0.0,1.0,-637.0,-588.0,1.0,-32.6,0.2,-631.0,-631.0,0.39389783457368904
415495.0,0.6104465234371922,0.4863778743138011,4.4,-579.6666666666666,49152.6202494453,48955.65950978237,48955.65950978237,0.24457291814011756,12.833333333333334,0.3333333333333333,-13428.0,0.1666666666666666,0.6666666666666666,-1221.0,-4462.0,0.8333333333333334,-40.0,0.8,-211.16666666666663,-211.16666666666663,0.2650494299443805
203526.0,0.6334095750116939,0.6847543035820867,0.0,-580.7,4860.8653125,4435.86140625,4435.86140625,0.0,26.315238095238094,0.3,-19488.0,0.375,0.7,-932.0,-11450.0,0.625,-70.8,0.0,-205.6,-205.6,0.221335206354466
148847.0,0.243943284792713,0.6544762280934402,6.4,-2038.8,102780.09718392856,102450.01310357141,102450.01310357141,1.1419047619047618,26.282777777777778,0.8,-20075.0,0.0,0.2,-2565.0,-3037.0,1.0,-68.8,6.2,-1298.4,-1298.4,0.7662336700704004
227689.0,0.60665422987879,0.6083975522264742,3.6,-2221.0,126008.98812256579,125629.24398394735,125629.24398394735,0.6779429824561403,74.0,1.0,-19822.0,0.0,0.0,-2221.0,-5532.0,1.0,-73.0,3.0,-101.0,-101.0,0.8367640773817324
157360.0,0.6808488532173886,0.46371084132237483,4.2,-441.0,24634.983245479205,24496.54502286231,24496.54502286231,0.3844226298114182,39.4625974025974,0.3333333333333333,-22994.0,0.01428571428571428,0.6666666666666666,-570.0,-1767.2,0.9857142857142858,-62.0,6.2,-140.0,-140.0,0.7180328113294772
452827.0,0.7238862258272852,0.362957286184579,4.6,-1411.428571428571,41309.10818132623,40990.47148724939,40990.47148724939,0.6556202882911192,34.292857142857144,0.5714285714285714,-13932.0,0.0,0.4285714285714285,-2906.0,-1673.0,0.6666666666666666,-60.0,2.2,-518.2857142857143,-518.2857142857143,0.3092753558842053
145347.0,0.5241194927327627,0.4699025764374998,6.0,-1487.9,335928.61285714287,334461.0621428571,334461.0621428571,1.809523809523809,34.58611111111111,0.6,-16001.0,0.0,0.4,-2717.0,-1742.0,1.0,-58.2,5.0,-562.6,-562.6,0.2539628093363117
412276.0,0.6284755261840672,0.7997919884140438,6.0,-2187.5,31678.968789473685,31650.018631578947,31650.018631578947,0.1894736842105263,25.926904761904762,1.0,-22482.0,0.25,0.0,-2285.0,-6160.0,0.75,-69.6,0.0,-1221.5,-1221.5,0.7992967832109371
417714.0,0.6000236658715457,0.4806241159569648,11.6,-1317.0,99228.44205150088,98185.78649629155,98185.78649629155,2.162213996201074,20.088571428571427,0.5,-16037.0,0.0,0.5,-2872.0,-856.0,1.0,-61.8,4.0,-736.0,-736.0,0.5832379256761245
443917.0,0.5753585518210252,0.654439892781403,6.0,-1213.6923076923076,165658.3996153846,164485.3996153846,164485.3996153846,0.9230769230769232,24.090476190476192,0.6153846153846154,-21496.0,0.1666666666666666,0.3846153846153846,-2585.0,-370.0,0.8333333333333334,-49.0,1.0,-606.3846153846154,-606.3846153846154,0.3376727217405312
361921.0,0.7106507151262413,0.571716289056547,1.4,-1072.3333333333333,113508.00158916083,113141.74584065934,113141.74584065934,0.17497502497502496,17.706868686868688,0.6666666666666666,-17254.0,0.0,0.3333333333333333,-1177.0,-5897.0,1.0,-62.2,1.2,-590.0,-590.0,0.7517237147741489
368566.0,0.0422944630141581,0.3433688873411582,10.6,-1205.0,50666.63518160342,50491.85077006598,50491.85077006598,1.7508994830059863,22.0,0.4285714285714285,-11662.0,0.2,0.5714285714285714,-2529.0,-604.0,0.6,-83.0,9.4,-255.57142857142856,-255.57142857142856,0.0988592803548219
446507.0,0.7445447915690222,0.6564176189123871,3.0,-1127.75,6682.284374999999,6591.994375,6591.994375,0.0694444444444444,22.273809523809526,0.25,-21930.0,0.0,0.75,-2539.0,-3024.8,1.0,-42.4,0.0,-589.5,-589.5,0.6313545365850379
114471.0,0.6813855538131901,0.6389835838733239,0.0,-594.5,0.0,0.0,0.0,0.0,13.5,0.0,-16087.0,0.0,1.0,-964.0,-2926.0,1.0,-31.0,3.0,-46.25,-46.25,0.5884877883422673
239838.0,0.7667484626069578,0.5224841275813806,9.2,-1702.5555555555557,95270.33085855449,94056.77329531338,94056.77329531338,2.5181818181818185,56.55555555555556,0.7777777777777778,-10805.0,0.0,0.2222222222222222,-2483.0,-2166.0,1.0,-81.0,4.2,-928.6666666666666,-928.6666666666666,0.8050196619153701
277312.0,0.7388515273715808,0.6686684958882325,2.0,-2891.0,44458.64017663043,44429.523904891306,44429.523904891306,0.25552536231884054,23.88578947368421,0.0,-22679.0,0.0,1.0,-2891.0,-13323.0,1.0,-58.2,6.4,-670.0,-670.0,0.4887029727514821
180506.0,0.6815232136297555,0.4071572187559379,3.0,-761.0,54419.206736842105,54413.72668421053,54413.72668421053,0.0526315789473684,33.74285714285715,0.25,-17260.0,0.0,0.75,-2437.0,-1580.0,1.0,-64.6,0.0,-432.0,-432.0,0.3170317785834444
358481.0,0.7349170359881472,0.5426216530237296,1.6,-1189.0,113107.21522552446,112752.75917832166,112752.75917832166,0.22952047952047955,12.695757575757577,0.5,-16565.0,0.0,0.5,-2250.0,-2673.0,1.0,-44.2,1.8,-40.5,-40.5,0.5832379256761245
383645.0,0.7781696781127461,0.8236952726415447,2.0,-714.0,1106.3103157894736,1084.0926315789477,1084.0926315789477,0.0210526315789473,32.171428571428564,0.3333333333333333,-13737.0,0.0,0.6666666666666666,-714.0,-3319.0,1.0,-57.0,1.0,-631.6666666666666,-631.6666666666666,0.7886807751817684
151740.0,0.0296989642761802,0.2574790967332497,1.4,-627.1428571428571,43401.16848655063,43241.33188765823,43241.33188765823,0.13544303797468354,26.85,0.7142857142857143,-13943.0,0.0,0.2857142857142857,-992.0,-1595.0,1.0,-33.8,1.4,-414.0,-414.0,0.5370699579791587
245213.0,0.6890124466810801,0.5099336289383871,8.8,-353.0,228740.65265271012,227371.89898727802,227371.89898727802,2.041859543436906,29.00777777777778,0.3333333333333333,-10469.0,0.0,0.6666666666666666,-555.0,-913.0,1.0,-54.6,3.0,-125.33333333333331,-125.33333333333331,0.4101025731788671
212152.0,0.3990985891066013,0.4914918763348955,7.8,-1225.3,44488.06517208223,44303.83677155172,44290.05552155172,0.8252984084880637,18.68,0.8,-21421.0,0.0,0.2,-2197.0,-6919.0,1.0,-39.4,12.2,-634.6,-634.6,0.7862666146611379
348149.0,0.4477602253586025,0.7262879076282418,11.0,-743.0,122001.78865367647,120901.27276512605,120896.85845262604,3.5494432773109246,25.0,0.5,-23199.0,0.0,0.5,-1055.0,-4547.8,1.0,-34.0,9.8,-113.5,-113.5,0.7252764347002191
257507.0,0.5781930195247716,0.3554837618880658,1.8,-1327.3636363636365,33287.18149090909,33063.14390454546,33058.848450000005,0.34492424242424236,41.97142857142857,0.6363636363636364,-12567.0,0.0,0.3636363636363636,-2823.0,-2588.0,1.0,-67.0,1.0,-726.0,-726.0,0.7421816117614419
430602.0,0.5652307250252242,0.1482837334355603,2.0,-1077.987265675501,33569.58972857143,33365.45972571429,33365.45972571429,0.3234285714285714,28.941587301587298,0.6892049127343245,-10844.0,0.0,0.31079508726567545,-2423.8,-326.0,1.0,-77.4,5.2,-703.6002585649644,,0.45926995801666937
442811.0,0.4612864339697998,0.741540437397677,3.6,-1716.4,55226.16670075047,54950.46545684805,54950.46545684805,0.34959349593495936,24.923809523809524,0.7,-20987.0,0.0,0.2,-2834.0,-1756.8,1.0,-57.8,1.0,-1323.8,-1323.8,0.3979463219016906
119516.0,0.6879853592297868,0.6226008018539719,9.0,-1210.6666666666667,104879.4,103659.17,103659.17,1.1111111111111112,23.757142857142856,0.6666666666666666,-14326.0,0.0,0.3333333333333333,-2630.0,-2583.0,1.0,-51.6,0.0,-682.3333333333334,-682.3333333333334,0.4436153084085652
202277.0,0.5633973595777906,0.6862362600301687,1.4,-1312.4444444444443,27913.978806249994,27678.7192125,27678.7192125,0.14416666666666664,22.33333333333333,0.6666666666666666,-22670.0,0.4285714285714285,0.3333333333333333,-2535.0,-3862.4,0.5714285714285714,-83.0,1.4,-649.3333333333334,-649.3333333333334,0.434733248750173
366744.0,0.6940223764903689,0.3606750375872742,2.2,-220.0,124466.8043713969,123953.7104266214,123953.7104266214,0.213899667405765,29.0974358974359,0.0,-7896.0,0.0,1.0,-220.0,-1142.0,1.0,-62.6,9.4,-3.0,-3.0,0.4596904504249018
118778.0,0.6608142874562898,0.5964375091572794,4.0,-883.0,13759.41179347826,13758.528423913043,13758.528423913043,0.0760869565217391,25.11764705882353,0.3333333333333333,-21264.0,0.0,0.6666666666666666,-1784.0,-3594.0,1.0,-74.4,0.0,-362.3333333333333,-362.3333333333333,0.6738300778602003
414745.0,0.3893178789391311,0.7944768605306987,4.4,-2097.333333333333,118698.44553457541,118641.35953739772,118641.35953739772,0.30750257997936015,26.666666666666668,0.3333333333333333,-23765.0,0.0,0.6666666666666666,-2621.0,-4415.2,1.0,-86.0,0.6,-1029.3333333333333,-1029.3333333333333,0.633031641417419
269591.0,0.4103301518445231,0.8310237368440629,9.4,-1037.9375,143206.6283895828,142753.28758981283,142740.1052060919,0.9757405869324473,27.547456140350874,0.8125,-21977.0,0.5,0.1875,-1713.0,-5103.2,0.5,-74.2,7.0,-812.75,-812.75,0.3409064264152384
262395.0,0.703116064559405,0.3381765671234781,10.0,-674.266806722689,144955.60768925404,143826.92582481203,143821.62056165416,3.355404240939427,31.41142857142857,0.43550420168067233,-9453.0,0.1927272727272727,0.5644957983193277,-1339.6,-368.0,0.7717171717171717,-54.2,7.4,-1580.070588235294,,0.35835149173032965
420123.0,0.6987797703519731,0.5575225456827082,8.0,-440.0,83253.89946428571,83239.16517857143,83239.16517857143,0.4166666666666667,15.0,0.0,-19789.0,0.2,1.0,-440.0,-3268.0,0.8,-14.0,0.0,-12.0,-12.0,0.4988511412213647
406590.0,0.7268831726358661,0.9056759231525354,0.0,-1565.0,1855.98609375,1727.0325,1717.18875,0.0,27.928571428571427,0.5,-20681.0,0.08833333333333332,0.5,-2047.0,-2634.0,0.9116666666666667,-81.0,0.0,-458.5,-458.5,0.6971469077844458
183681.0,0.4822583251631242,0.5463475377363285,2.0,-1734.0,5128.180875,4810.7565,4810.7565,0.025,28.842857142857145,0.6666666666666666,-14330.0,0.0,0.3333333333333333,-2486.0,-452.0,1.0,-62.2,0.0,-702.0,-702.0,0.7662336700704004
121873.0,0.7523910548224225,0.8805596828672291,0.0,-1365.3,0.0,0.0,0.0,0.0,20.666666666666668,0.8,-18726.0,0.0,0.2,-2446.0,-429.0,1.0,-49.6,3.0,-531.2,-531.2,0.7209441499436497
122132.0,0.6374773294206882,0.43358526557333416,3.2,-1003.75,53888.262490909096,53062.00092727273,53062.00092727273,0.461010101010101,24.62380952380952,0.25,-12937.0,0.0,0.75,-1722.0,-1877.0,1.0,-41.2,0.8,-238.0,-238.0,0.1464420666789632
182678.0,0.6993686049834752,0.4926201533882626,5.2,-642.3857142857142,11770.527022842401,11500.910306378986,11500.910306378986,0.7282270168855535,19.696190476190477,0.4428571428571429,-11072.0,0.0,0.5571428571428572,-1127.8,-1281.0,1.0,-61.6,4.2,-384.03809523809525,,0.37977376119350204
443357.0,0.5694926262674456,0.5097415833224549,1.0,-1263.1666666666667,0.0,0.0,0.0,0.2,27.15,0.5,-13067.0,0.0,0.5,-2742.0,-1794.0,1.0,-47.4,1.0,-1112.5,-1112.5,0.3996756156233169
139353.0,0.7710730194774169,0.6918150412400002,15.8,-1189.3333333333333,225007.27547193677,223591.26471699605,223591.26471699605,4.609776021080369,33.289393939393946,1.0,-23589.0,0.0,0.0,-1576.0,-1906.0,1.0,-60.6,11.2,-769.1666666666666,-769.1666666666666,0.746300213050371
126874.0,0.6883936022512458,0.5534199894164124,4.8,-706.0,62441.24205340909,61556.58298977272,61556.58298977272,1.0429545454545455,24.0,1.0,-14133.0,0.0,0.0,-706.0,-1346.0,1.0,-23.0,2.4,-396.0,-396.0,0.543929472260529
207416.0,0.1347585198647901,0.6392751282104041,0.0,-722.9,0.0,0.0,0.0,0.0,16.5,0.37333333333333335,-16559.0,0.0,0.6266666666666667,-1080.6,-2066.0,1.0,-63.2,0.0,-448.6466666666667,,0.4272125435931658
328612.0,0.7374313401606116,0.51489998691387,1.2,-2381.0,8866.946571428572,8688.099857142857,8688.099857142857,0.2571428571428572,38.21825396825397,1.0,-14902.0,0.0,0.0,-2381.0,-5874.0,1.0,-71.6,7.8,-682.0,-682.0,0.7826078370261895
397225.0,0.6297562133485528,0.8081510599297467,5.0,-1537.7363636363636,334438.375,329722.545,329722.545,2.0,19.70666666666667,0.7772727272727272,-20934.0,0.1764705882352941,0.22272727272727272,-2396.2,-3633.6,0.8235294117647058,-46.4,3.0,-626.8909090909091,,0.6701311761780844
161018.0,0.6654889984250837,0.7214426448625012,8.0,-2344.6666666666665,105992.42983345217,105627.25686024947,105611.81006714601,1.0279118362408484,16.163636363636364,0.6666666666666666,-14352.0,0.1818181818181818,0.3333333333333333,-2914.0,-6307.0,0.8181818181818182,-35.6,3.4,-1577.6666666666667,-1577.6666666666667,0.7180328113294772
337304.0,0.5616430185515966,0.1064861911431312,9.4,-857.0,102395.36520267857,101574.47667589286,101570.53917589286,2.7513095238095238,21.23047619047619,1.0,-9882.0,0.15,0.0,-857.0,-1102.0,0.85,-40.6,18.6,-480.0,-480.0,0.4294236843421945
183784.0,0.7233745515054782,0.7137545989447828,2.0,-1805.5,422320.96125,421038.18,421038.18,0.4722222222222222,40.30952380952381,0.0,-18045.0,0.0,1.0,-2065.0,-3116.0,1.0,-82.2,1.0,-95.0,-95.0,0.6313545365850379
164257.0,0.5661440566542182,0.5549625470173166,3.8,-56.0,32991.84663702359,32998.15022504537,32982.703431941925,0.10393224440411371,18.484848484848488,0.0,-16043.0,0.0,1.0,-56.0,-1566.0,1.0,-35.2,3.4,-13.0,-13.0,0.0472748180273464
183190.0,0.6699187147033427,0.41186533586626106,5.2,-455.3333333333333,11770.527022842401,11500.910306378986,11500.910306378986,0.7282270168855536,19.696190476190473,0.6666666666666666,-12058.0,0.4,0.3333333333333333,-688.0,-674.0,0.6,-61.6,4.2,-293.6666666666667,-293.6666666666667,0.6347055309763198
100771.0,0.4191676523385577,0.5105423743949342,4.2,-1529.2222222222222,79786.70011935197,79516.22029480469,79510.9150316468,0.517004113830103,27.77777777777778,0.7777777777777778,-17087.0,0.0,0.2222222222222222,-2840.0,-5171.0,1.0,-93.0,3.2,-749.5555555555555,-749.5555555555555,0.4135967602644276
266441.0,0.4755679329597152,0.8032701840116653,5.4,-822.5,150196.32442406434,149887.13861329592,149881.83335013804,0.7252620650463367,4.0,0.5,-23084.0,0.0,0.5,-1545.0,-5211.4,1.0,-50.0,3.6,-389.0,-389.0,0.3409064264152384
172950.0,0.5998924557936263,0.49158305175368877,8.6,-1922.6470588235293,56225.91248190789,55459.568096381576,55459.568096381576,1.6353801169590643,27.553571428571427,0.8823529411764706,-18699.0,0.2727272727272727,0.1176470588235294,-2806.0,-781.0,0.7272727272727273,-55.2,5.8,-1406.4117647058824,-1406.4117647058824,0.6848276586890367
340882.0,0.6037439761645623,0.5575634933758908,32.0,-1655.8125,68162.7735,67074.06599999999,67074.06599999999,10.8,47.375,0.75,-17664.0,0.2631578947368421,0.25,-2905.0,-834.0,0.7368421052631579,-95.0,31.0,-952.5,-952.5,0.4543210601605785
296719.0,0.0487366532624469,0.43781776837478015,23.0,-1873.3,41139.725625,40863.988125,40863.988125,4.75,25.256818181818183,0.7,-14111.0,0.2,0.3,-2536.0,-2658.0,0.8,-55.2,23.0,-1015.5,-1015.5,0.1963339662134567
217016.0,0.5384401586878069,0.40424618901169007,11.4,-451.0,38048.444133620695,37652.937146551725,37652.937146551725,2.0057471264367814,15.0,0.0,-13432.0,0.0,1.0,-451.0,-893.0,1.0,-14.0,10.8,-27.0,-27.0,0.501494802300949
453803.0,0.6478817945022398,0.42391527791435013,7.2,-1885.25,56012.11052792554,55936.80442300532,55936.80442300532,1.8022429078014182,62.5,1.0,-15802.0,0.3333333333333333,0.0,-2417.0,-7858.0,0.6666666666666666,-79.0,5.4,-1565.5,-1565.5,0.6041125998015721
122873.0,0.7323402444542796,0.42672182703869,4.0,-813.7119047619047,69961.12599693319,69134.4891441402,69134.4891441402,0.552576366070342,23.357142857142854,0.4119047619047619,-12147.0,0.03333333333333332,0.5880952380952381,-1366.6,-771.0,0.9333333333333333,-37.0,0.8,-209.6809523809524,,0.4492986924146883
140562.0,0.3439842107392307,0.509828880168864,15.8,-1137.7272727272727,225007.27547193674,223591.26471699605,223591.26471699605,4.609776021080369,33.36363636363637,0.6363636363636364,-21505.0,0.0,0.3636363636363636,-2575.0,-210.0,1.0,-84.0,11.2,-597.0909090909091,-597.0909090909091,0.3825018041447388
100004.0,0.5559120833904428,0.6058500980180336,4.2,-867.0,79786.70011935197,79516.22029480469,79510.9150316468,0.5170041138301029,25.73888888888889,1.0,-19046.0,0.0,0.0,-1326.0,-225.0,1.0,-64.4,3.2,-532.0,-532.0,0.7295666907060153
271761.0,0.6260930548981777,0.7536081782696351,10.6,-2057.8125,110534.66597533862,110059.13368719653,110045.95130347561,0.8644518272425248,56.625,0.875,-22159.0,0.0714285714285714,0.125,-2748.0,-1026.0,0.9285714285714286,-90.0,7.4,-1148.75,-1148.75,0.5262949398096192
393595.0,0.412882834330507,0.1503677356088803,2.8,-655.6,23037.2368125,22809.4708125,22804.142437500002,0.2875,18.2,0.4,-12314.0,0.0,0.6,-830.0,-1352.0,1.0,-27.0,0.8,-77.8,-77.8,0.5298898341969072
417413.0,0.4462250781177887,0.5142388086825875,5.0,-505.8333333333333,122136.12529411764,122445.29647058823,122445.29647058823,0.2647058823529412,17.166666666666668,0.0,-17601.0,0.2,1.0,-1121.0,-1751.0,0.7,-36.0,0.0,-17.833333333333332,-17.833333333333332,0.3589512285783967
274337.0,0.5441574613835843,0.6998956765612165,23.0,-1081.2857142857142,16269.718928571428,15500.861785714284,15500.861785714284,1.3571428571428572,27.014999999999997,0.5714285714285714,-17215.0,0.3333333333333333,0.4285714285714285,-2899.0,-1741.0,0.6666666666666666,-60.8,18.0,-734.7619047619048,-734.7619047619048,0.3376727217405312
373750.0,0.0578603569245865,0.40173787472348177,10.0,-1356.0,50297.91643160342,50123.61680131599,50123.61680131599,1.7446494830059862,30.066666666666663,1.0,-10516.0,0.0,0.0,-1356.0,-1418.0,1.0,-55.6,9.8,-838.0,-838.0,0.7610263695502636
177711.0,0.5061354324171047,0.4768311746022158,7.8,-516.5,63656.139804276325,62861.308333223686,62861.308333223686,0.8886842105263157,31.573015873015873,0.5,-13173.0,0.0,0.5,-583.0,-41.0,1.0,-48.6,1.8,-114.0,-114.0,0.6545292802242897
298265.0,0.7294326777315829,0.4410077246780973,8.6,-856.5,123870.52453124998,122506.87878124998,122506.87878124998,1.973611111111111,32.38333333333334,0.5,-10190.0,0.0,0.5,-1377.0,-3009.0,1.0,-48.6,6.0,-652.5,-652.5,0.6594055320683344
124124.0,0.5440001535481273,0.34266623179478295,5.2,-205.0,64828.306615909096,63766.876552272726,63766.876552272726,0.8276767676767676,7.0,0.5,-8865.0,0.0,0.5,-323.0,-1351.0,0.5,-10.0,1.2,-21.5,-21.5,0.4014074137749511
404029.0,0.66230759897735,0.375749876394188,5.0,-385.0,125175.56238549358,124392.97771575041,124392.97771575041,0.4515783841626537,20.802777777777777,0.0,-15598.0,0.0,1.0,-388.0,-750.0,1.0,-69.0,0.6,-7.0,-7.0,0.6296742509538716
240263.0,0.5647846429506969,0.4989089316590768,3.6,-898.0,35609.32280992869,35357.60674880176,35357.60674880176,0.8484143763213531,27.741666666666664,0.5,-18910.0,0.1111111111111111,0.5,-915.0,-3795.0,0.6666666666666666,-57.4,1.6,-539.0,-539.0,0.7295666907060153
425701.0,0.692720598795114,0.5157187094746563,3.0,-1356.5,34182.16416335404,33947.390627888206,33947.390627888206,0.3429937888198758,26.98777777777778,0.5,-10221.0,0.4444444444444444,0.3333333333333333,-1588.0,-720.0,0.5555555555555556,-76.2,11.6,-463.1666666666667,-463.1666666666667,0.2636468134452008
238504.0,0.5367876292375746,0.5992539988740584,10.0,-1223.625,121886.04913043478,120639.82108695654,120639.82108695654,4.0,40.375,0.5,-14545.0,0.0,0.5,-1890.0,-5597.0,1.0,-62.0,8.0,-423.0,-423.0,0.3139166772114369
